,white,black,white_elo,black_elo,result,nmoves,nstarting_move,pgn_base,temperature,random_engine,has_illegal,illegal_move,folder_name,pgn_base_moves,base_pgn_prompt
0,Stockfish,gpt-3.5-turbo-instruct,1785,?,1-0,141,1,"[White ""Carlsen, Magnus""]  
[Black ""Kasparov, Garry""]  
[WhiteElo ""2882""]  
[BlackElo ""2851""] 
[Result ""0-1""]

1.",0.0,False,False,,games_yosha/gameac41f898-b3ca-4b96-90fb-19246e909252,,False
1,Stockfish,gpt-3.5-turbo-instruct,1785,?,0-1,58,1,"[White ""Carlsen, Magnus""]  
[Black ""Kasparov, Garry""]  
[WhiteElo ""2882""]  
[BlackElo ""2851""] 
[Result ""0-1""]

1.",0.0,False,False,,games_yosha/gamecc87b77a-986f-4846-9830-095662276358,,False
2,Stockfish,gpt-3.5-turbo-instruct,1785,?,1-0,53,1,"[White ""Carlsen, Magnus""]  
[Black ""Kasparov, Garry""]  
[WhiteElo ""2882""]  
[BlackElo ""2851""] 
[Result ""0-1""]

1.",0.0,False,False,,games_yosha/gameb0a3fbe2-63a6-4fd4-8a69-605854672cb2,,False
3,Stockfish,gpt-3.5-turbo-instruct,1785,?,1-0,75,1,"[White ""Carlsen, Magnus""]  
[Black ""Kasparov, Garry""]  
[WhiteElo ""2882""]  
[BlackElo ""2851""] 
[Result ""0-1""]

1.",0.0,False,False,,games_yosha/gamedc31f43d-e0e8-4301-b73f-aed98e0e6ba0,,False
4,Stockfish,gpt-3.5-turbo-instruct,1785,?,*,91,1,"[White ""Carlsen, Magnus""]  
[Black ""Kasparov, Garry""]  
[WhiteElo ""2882""]  
[BlackElo ""2851""] 
[Result ""0-1""]

1.",0.0,False,True,0-1,games_yosha/gameac4eefd4-b0a5-4289-84e9-7b2f93223f54,,False
5,Stockfish,gpt-3.5-turbo-instruct,1785,?,0-1,72,1,"[White ""Carlsen, Magnus""]  
[Black ""Kasparov, Garry""]  
[WhiteElo ""2882""]  
[BlackElo ""2851""] 
[Result ""0-1""]

1.",0.0,False,False,,games_yosha/game4dd2559a-a3ab-470a-bfdb-4c206a3bf456,,False
6,Stockfish,gpt-3.5-turbo-instruct,1785,?,0-1,82,1,"[White ""Carlsen, Magnus""]  
[Black ""Kasparov, Garry""]  
[WhiteElo ""2882""]  
[BlackElo ""2851""] 
[Result ""0-1""]

1.",0.0,False,False,,games_yosha/game88815104-ecc2-434b-8830-6b93d169f042,,False
7,Stockfish,gpt-3.5-turbo-instruct,1785,?,1/2-1/2,201,1,"[White ""Carlsen, Magnus""]  
[Black ""Kasparov, Garry""]  
[WhiteElo ""2882""]  
[BlackElo ""2851""] 
[Result ""0-1""]

1.",0.0,False,False,,games_yosha/gamed61772ac-770d-4228-8b7d-4bfca9d0f116,,False
8,Stockfish,gpt-3.5-turbo-instruct,1785,?,1-0,79,1,"[White ""Carlsen, Magnus""]  
[Black ""Kasparov, Garry""]  
[WhiteElo ""2882""]  
[BlackElo ""2851""] 
[Result ""0-1""]

1.",0.0,False,False,,games_yosha/game105c1387-fe4e-4a92-91cb-6f93b673bf64,,False
9,Stockfish,gpt-3.5-turbo-instruct,1785,?,1-0,99,1,"[White ""Carlsen, Magnus""]  
[Black ""Kasparov, Garry""]  
[WhiteElo ""2882""]  
[BlackElo ""2851""] 
[Result ""0-1""]

1.",0.0,False,False,,games_yosha/gamec25ae424-fc2d-4330-91f9-08f4ccf53248,,False
10,Stockfish,gpt-3.5-turbo-instruct,1785,?,*,139,1,"[White ""Carlsen, Magnus""]  
[Black ""Kasparov, Garry""]  
[WhiteElo ""2882""]  
[BlackElo ""2851""] 
[Result ""0-1""]

1.",0.0,False,True,0-1,games_yosha/game31767cf0-7145-4798-af1a-cbc99d65ace8,,False
11,Stockfish,gpt-3.5-turbo-instruct,1694,?,1-0,69,1,"[White ""Carlsen, Magnus""]  
[Black ""Kasparov, Garry""]  
[WhiteElo ""2882""]  
[BlackElo ""2851""] 
[Result ""0-1""]

1.",0.0,False,False,,games_yosha/gamedd205b32-a473-4c4e-a38d-67898003bd54,,False
12,Stockfish,gpt-3.5-turbo-instruct,1694,?,1-0,105,1,"[White ""Carlsen, Magnus""]  
[Black ""Kasparov, Garry""]  
[WhiteElo ""2882""]  
[BlackElo ""2851""] 
[Result ""0-1""]

1.",0.0,False,False,,games_yosha/gamed47b3faa-4746-41e7-bbae-3e50adddfa3d,,False
13,Stockfish,gpt-3.5-turbo-instruct,1694,?,1-0,253,1,"[White ""Carlsen, Magnus""]  
[Black ""Kasparov, Garry""]  
[WhiteElo ""2882""]  
[BlackElo ""2851""] 
[Result ""0-1""]

1.",0.0,False,False,,games_yosha/game4818add7-00fe-4077-8be5-b41c19e73d58,,False
14,Stockfish,gpt-3.5-turbo-instruct,1694,?,1/2-1/2,138,1,"[White ""Carlsen, Magnus""]  
[Black ""Kasparov, Garry""]  
[WhiteElo ""2882""]  
[BlackElo ""2851""] 
[Result ""0-1""]

1.",0.0,False,False,,games_yosha/gamea4187bf2-f3e0-44b2-ab5c-91aedfd79931,,False
15,Stockfish,gpt-3.5-turbo-instruct,1694,?,0-1,58,1,"[White ""Carlsen, Magnus""]  
[Black ""Kasparov, Garry""]  
[WhiteElo ""2882""]  
[BlackElo ""2851""] 
[Result ""0-1""]

1.",0.0,False,False,,games_yosha/gamef3baac32-ce78-448a-8c6f-d3c0555181da,,False
